District Names,State/UT,predicted_stunting,priority_tier
Thiruvallur ,Tamil Nadu,23.521914046843058,Low
Ludhiana ,Punjab,23.308522848769062,Low
Srikakulam ,Andhra Pradesh,23.154527979613146,Low
Kargil ,Ladakh,23.130943406142634,Low
Erode ,Tamil Nadu,23.03708769939317,Low
Thrissur ,Kerala,22.815111769144814,Low
Chennai ,Tamil Nadu,22.788720031978993,Low
Nayagarh ,Odisha,22.60606237482703,Low
Pathankot ,Punjab,22.47925650131508,Low
Puducherry ,Puducherry,22.393033482645297,Low
Khordha ,Odisha,22.377570226160707,Low
Thiruvananthapuram ,Kerala,22.14284072679702,Low
Kanniyakumari ,Tamil Nadu,21.85534270616392,Low
Ernakulam ,Kerala,21.8349225205357,Low
Kannur ,Kerala,21.707010001296627,Low
Jhajjar ,Haryana,21.66556284881792,Low
Shahid Bhagat Singh Nagar ,Punjab,21.47221793570554,Low
Bishnupur ,Manipur,21.0799802647329,Low
Jagatsinghapur ,Odisha,21.052496428859463,Low
Rupnagar ,Punjab,21.00625710712454,Low
Hoshiarpur ,Punjab,21.00212598977818,Low
Imphal West ,Manipur,20.966612783457585,Low
Imphal East ,Manipur,20.925918668217456,Low
Kollam ,Kerala,20.909857393915104,Low
Puri ,Odisha,20.769087525353225,Low
